0.00,3
0.00,2
0.00,2
0.00,2
0.00,3
0.00,3
0.00,4
0.00,2
0.00,2
0.00,2
0.00,3
0.00,1
0.00,2
0.00,1
0.00,2
0.00,2
0.00,14
0.00,10
0.00,1
0.00,1
0.00,2
0.00,2
0.00,1
0.00,3
0.00,3
0.00,30
0.00,2
0.00,2
0.00,2
0.00,2
0.00,6
0.00,3
0.00,1
0.00,2
0.00,1
0.00,35
0.00,2
0.00,18
0.00,2
100.00,2
100.00,5
100.00,2
100.00,2
100.00,3
0.00,7
100.00,2
0.00,7
0.00,2
0.00,3
100.00,2
66.67,6
100.00,2
100.00,2
0.00,2
87.50,16
100.00,2
100.00,2
0.00,3
0.00,7
0.00,12
100.00,2
100.00,3
100.00,2
100.00,2
100.00,2
100.00,2
100.00,2
0.00,4
100.00,5
0.00,8
0.00,3
100.00,3
100.00,2
100.00,1
0.00,4
0.00,8
0.00,4
100.00,3
100.00,2
100.00,3
100.00,2
100.00,1
100.00,7
100.00,2
0.00,10
90.00,10
0.00,1
0.00,1
100.00,4
100.00,1
100.00,7
100.00,2
100.00,5
100.00,2
100.00,2
100.00,2
0.00,4
88.89,9
100.00,1
0.00,8
0.00,8
100.00,5
100.00,5
100.00,2
100.00,2
100.00,3
80.00,10
100.00,2
100.00,1
100.00,4
100.00,2
100.00,1
100.00,2
100.00,4
100.00,2
75.00,4
100.00,2
100.00,1
100.00,2
100.00,15
100.00,1
85.71,7
100.00,2
100.00,2
100.00,2
0.00,2
0.00,2
100.00,3
100.00,2
100.00,2
100.00,3
0.00,3
0.00,4
0.00,3
0.00,4
0.00,3
0.00,4
100.00,3
100.00,6
100.00,2
100.00,3
100.00,5
100.00,5
71.43,7
100.00,1
69.23,13
100.00,2
100.00,31
100.00,2
100.00,3
100.00,4
100.00,1
100.00,2
100.00,3
100.00,3
100.00,2
100.00,1
100.00,1
100.00,4
100.00,3
100.00,2
100.00,2
100.00,3
100.00,2
100.00,3
100.00,5
100.00,1
100.00,2
100.00,4
100.00,4
0.00,2
0.00,5
0.00,5
0.00,5
0.00,3
0.00,5
0.00,5
0.00,4
0.00,5
0.00,3
0.00,5
0.00,5
0.00,4
0.00,5
0.00,6
100.00,5
0.00,3
97.85,93
100.00,6
100.00,5
100.00,17
0.00,28
100.00,2
100.00,2
100.00,2
100.00,2
93.18,44
100.00,2
100.00,2
93.18,44
94.94,79
70.59,17
100.00,5
85.71,7
83.58,134
100.00,5
77.78,18
72.22,36
0.00,7
75.00,32
23.53,34
92.86,14
100.00,3
80.65,62
68.25,63
100.00,19
87.50,8
0.00,6
100.00,6
100.00,6
0.00,2
86.36,44
92.06,63
100.00,5
100.00,2
100.00,2
100.00,4
0.00,2
66.67,18
100.00,22
100.00,5
79.52,83
100.00,9
85.71,7
100.00,8
90.91,22
88.89,9
100.00,6
100.00,3
85.00,20
75.00,12
90.00,10
78.57,28
55.00,20
100.00,3
100.00,2
100.00,6
97.67,43
100.00,4
75.00,4
100.00,6
100.00,4
100.00,2
100.00,2
0.00,3
0.00,2
100.00,1
100.00,1
100.00,7
75.00,4
75.00,4
100.00,2
100.00,2
0.00,4
100.00,4
100.00,5
100.00,6
100.00,5
100.00,6
100.00,2
100.00,2
100.00,2
100.00,3
100.00,4
100.00,4
100.00,4
100.00,4
0.00,4
0.00,6
0.00,1
0.00,2
0.00,3
0.00,3
0.00,8
0.00,4
0.00,3
0.00,3
0.00,3
0.00,2
0.00,4
0.00,6
0.00,2
0.00,2
0.00,4
0.00,2
0.00,1
0.00,2
0.00,2
0.00,2
0.00,3
0.00,4
0.00,2
100.00,1
75.00,8
100.00,1
100.00,1
0.00,2
0.00,2
0.00,3
0.00,3
0.00,4
0.00,2
0.00,2
0.00,2
0.00,3
0.00,2
0.00,1
0.00,2
0.00,2
0.00,14
0.00,10
0.00,1
0.00,1
0.00,2
0.00,2
0.00,3
0.00,1
0.00,3
0.00,3
0.00,30
0.00,2
0.00,2
0.00,2
0.00,6
0.00,2
0.00,3
0.00,1
0.00,2
0.00,2
0.00,1
0.00,35
0.00,2
0.00,18
0.00,2
0.00,1
0.00,7
0.00,2
0.00,7
0.00,2
0.00,3
100.00,1
100.00,7
100.00,2
0.00,3
0.00,7
0.00,12
0.00,2
0.00,1
0.00,4
100.00,2
100.00,1
100.00,2
100.00,4
0.00,8
0.00,3
0.00,3
0.00,3
100.00,2
100.00,1
100.00,1
70.00,10
90.00,10
100.00,2
100.00,5
0.00,2
0.00,4
0.00,6
0.00,1
0.00,2
100.00,1
0.00,3
0.00,3
0.00,8
0.00,4
0.00,3
0.00,3
0.00,3
0.00,2
0.00,4
100.00,1
100.00,1
100.00,1
0.00,1
0.00,1
0.00,3
0.00,2
0.00,2
0.00,2
0.00,3
0.00,3
0.00,4
0.00,2
0.00,2
0.00,2
0.00,3
0.00,1
0.00,2
0.00,1
0.00,2
0.00,2
0.00,14
0.00,10
0.00,1
0.00,1
0.00,2
0.00,2
0.00,1
0.00,3
0.00,3
0.00,30
0.00,2
0.00,2
0.00,2
0.00,2
0.00,6
0.00,3
0.00,1
0.00,2
0.00,1
0.00,35
0.00,2
0.00,18
0.00,2
0.00,5
0.00,2
0.00,7
0.00,7
0.00,2
0.00,3
0.00,2
0.00,16
0.00,2
0.00,3
0.00,7
0.00,12
0.00,2
0.00,2
0.00,15
0.00,4
0.00,1
0.00,7
0.00,2
0.00,2
0.00,1
0.00,2
0.00,9
0.00,5
0.00,13
0.00,8
0.00,2
0.00,19
0.00,3
0.00,25
0.00,3
0.00,2
0.00,2
0.00,15
0.00,3
0.00,6
0.00,2
0.00,6
0.00,4
0.00,3
0.00,2
0.00,2
0.00,2
0.00,3
0.00,10
0.00,1
0.00,10
0.00,2
100.00,2
0.00,3
0.00,4
0.00,5
0.00,2
0.00,4
0.00,2
0.00,4
0.00,2
100.00,2
0.00,1
100.00,1
100.00,3
100.00,2
0.00,1
100.00,1
100.00,1
100.00,3
0.00,1
100.00,4
0.00,5
0.00,98
0.00,52
0.00,7
0.00,7
0.00,182
0.00,59
0.00,16
0.00,12
0.00,26
0.00,29
0.00,18
0.00,35
0.00,11
0.00,7
0.00,47
0.00,34
0.00,9
0.00,9
0.00,20
0.00,4
0.00,27
0.00,7
0.00,7
0.00,33
0.00,2
0.00,185
0.00,6
0.00,26
0.00,6
0.00,9
0.00,10
0.00,7
0.00,29
0.00,64
0.00,12
0.00,3
0.00,2
0.00,4
0.00,5
0.00,4
0.00,4
0.00,2
0.00,2
0.00,2
0.00,6
0.00,4
0.00,4
0.00,5
0.00,5
0.00,10
0.00,7
0.00,3
0.00,3
0.00,2
0.00,17
0.00,3
0.00,2
0.00,2
0.00,6
0.00,3
0.00,2
0.00,6
0.00,6
0.00,7
0.00,6
0.00,2
0.00,2
0.00,3
0.00,2
0.00,2
0.00,2
0.00,2
0.00,2
0.00,3
0.00,1
0.00,3
0.00,2
0.00,3
0.00,2
0.00,3
0.00,2
0.00,3
0.00,2
0.00,2
0.00,3
0.00,2
0.00,2
0.00,3
0.00,9
0.00,3
0.00,3
0.00,2
0.00,3
0.00,5
0.00,3
0.00,2
0.00,3
0.00,2
0.00,2
0.00,2
0.00,2
0.00,3
0.00,2
0.00,2
0.00,2
0.00,3
0.00,2
0.00,2
0.00,10
0.00,2
0.00,4
0.00,6
0.00,5
0.00,4
0.00,4
0.00,4
0.00,3
0.00,2
0.00,2
0.00,2
0.00,2
0.00,5
0.00,6
0.00,4
0.00,6
0.00,1
0.00,2
0.00,3
0.00,3
0.00,8
0.00,4
0.00,3
0.00,3
0.00,3
0.00,2
0.00,4
0.00,6
0.00,2
0.00,2
0.00,4
0.00,4
0.00,2
0.00,3
100.00,3
0.00,2
0.00,2
0.00,2
0.00,3
0.00,1
100.00,3
0.00,4
100.00,2
0.00,2
0.00,2
0.00,2
0.00,1
0.00,3
100.00,1
100.00,2
0.00,2
0.00,14
80.00,10
0.00,1
0.00,1
0.00,2
0.00,2
0.00,3
0.00,1
100.00,3
0.00,30
100.00,2
100.00,2
0.00,2
0.00,2
0.00,2
0.00,6
0.00,7
100.00,1
0.00,35
100.00,2
0.00,18
0.00,2
0.00,3
100.00,5
100.00,2
100.00,2
0.00,7
0.00,2
0.00,3
0.00,8
100.00,4
0.00,1
100.00,7
100.00,1
100.00,2
100.00,2
0.00,7
0.00,12
66.67,6
100.00,2
66.67,15
0.00,3
100.00,2
0.00,1
100.00,5
100.00,3
90.00,10
100.00,5
100.00,2
0.00,6
0.00,3
75.00,4
80.00,5
44.62,130
75.00,4
66.67,6
88.89,9
100.00,10
0.00,3
93.75,16
0.00,26
100.00,8
93.75,16
100.00,6
100.00,3
0.00,3
100.00,2
75.00,4
100.00,2
100.00,4
0.00,4
0.00,6
0.00,1
100.00,2
100.00,3
100.00,3
100.00,8
100.00,4
100.00,3
0.00,3
100.00,3
100.00,2
100.00,4
100.00,6
0.00,1
0.00,2
0.00,5
0.00,4
100.00,2
0.00,2
100.00,2
100.00,3
0.00,1
0.00,57
0.00,38
0.00,117
0.00,48
0.00,27
0.00,6
0.00,52
0.00,76
0.00,13
0.00,8
0.00,19
0.00,3
0.00,6
0.00,3
0.00,1
0.00,2
0.00,2
0.00,5
0.00,5
0.00,6
0.00,5
0.00,6
0.00,2
0.00,2
0.00,2
0.00,2
0.00,2
0.00,2
0.00,3
0.00,2
0.00,1
0.00,2
0.00,4
0.00,1
0.00,1
0.00,2
0.00,2
0.00,1
0.00,2
0.00,2
0.00,2
0.00,2
0.00,2
0.00,1
0.00,1
0.00,2
0.00,4
0.00,3
0.00,3
0.00,2
0.00,16
0.00,2
0.00,2
0.00,2
0.00,3
0.00,2
0.00,2
0.00,2
0.00,1
0.00,2
0.00,1
0.00,2
0.00,6
0.00,1
0.00,2
0.00,2
0.00,2
0.00,2
0.00,2
0.00,9
0.00,26
0.00,6
0.00,2
0.00,8
0.00,5
0.00,2
0.00,2
0.00,6
0.00,2
0.00,4
0.00,2
0.00,2
0.00,3
0.00,2
0.00,2
0.00,2
0.00,2
0.00,6
0.00,2
0.00,2
0.00,2
0.00,5
0.00,2
0.00,2
0.00,5
0.00,2
0.00,2
0.00,2
0.00,4
0.00,1
0.00,7
0.00,2
0.00,2
0.00,2
0.00,2
0.00,2
0.00,16
0.00,2
0.00,7
0.00,2
0.00,2
0.00,7
0.00,1
0.00,6
0.00,5
0.00,6
0.00,2
0.00,5
0.00,2
0.00,2
0.00,2
0.00,2
0.00,2
0.00,7
